"rok","woj","plec","internet_godz","samotnosc","internet_zawodowo"
"2009",22,"mężczyzna",15.1087220788498,0.159579721066028,0.390014317963732
"2009",22,"kobieta",9.89317675300631,0.219081470264437,0.279706217091398
"2009",24,"mężczyzna",13.753827125893,0.188329714158009,0.259712434230347
"2009",24,"kobieta",10.6931655965844,0.224581695105638,0.267710288746082
"2009",26,"mężczyzna",10.7570719496239,0.196569220956693,0.242084963274149
"2009",26,"kobieta",9.85356264581787,0.261696344082211,0.266685676056113
"2009",28,"mężczyzna",12.3649664225074,0.179871047739316,0.185804117940036
"2009",28,"kobieta",11.6710391962209,0.238813519766637,0.165571674868318
"2009",30,"mężczyzna",11.532113603222,0.142175955501182,0.229843795415467
"2009",30,"kobieta",10.242000584795,0.218303080387535,0.200051672630947
"2009",32,"mężczyzna",11.8310351953855,0.162485168243338,0.28994620379082
"2009",32,"kobieta",9.05395805610498,0.274370062317958,0.260606752666976
"2009",NA,"mężczyzna",10,0,0
"2009",NA,"kobieta",15,0,0
"2013",2,"mężczyzna",14.1188349902598,0.174492169951682,0.504192044238337
"2013",2,"kobieta",11.6839728250833,0.258593133040547,0.565894647035958
"2013",4,"mężczyzna",12.0794256956766,0.147195068728021,0.498254776810073
"2013",4,"kobieta",11.6600217344643,0.190605048185557,0.530027807332367
"2013",6,"mężczyzna",13.1230961114905,0.166792809681177,0.563091692291624
"2013",6,"kobieta",10.0106374615045,0.235745716798036,0.605579997952219
"2013",8,"mężczyzna",14.9920317525984,0.185245142828962,0.515594912314082
"2013",8,"kobieta",10.5166157591364,0.251047733468027,0.553898513410383
"2013",10,"mężczyzna",14.0066595966093,0.165574831092575,0.616303112641908
"2013",10,"kobieta",10.5538452826342,0.238692179343059,0.532859807792163
"2013",12,"mężczyzna",14.188846749207,0.144572363774357,0.546179226982602
"2013",12,"kobieta",12.068497117087,0.227328239148036,0.461914223501988
"2013",14,"mężczyzna",15.6986926479057,0.17719685438296,0.460219341758371
"2013",14,"kobieta",13.7935147975289,0.240364499021847,0.542807078944253
"2013",16,"mężczyzna",13.9092533063891,0.141127854476623,0.623093599967945
"2013",16,"kobieta",12.3346131175399,0.146471489404818,0.53079286092124
"2013",18,"mężczyzna",11.8034709420165,0.158657225729113,0.612366379331505
"2013",18,"kobieta",9.48065828121218,0.235708431894314,0.577902241213286
"2013",20,"mężczyzna",13.1740796573778,0.184071317091773,0.568970703145657
"2013",20,"kobieta",10.2666981324073,0.222153664057701,0.525247675354917
"2013",22,"mężczyzna",14.9675632857582,0.170244031112633,0.520601188299347
"2013",22,"kobieta",11.9867967907448,0.17890681362732,0.525316050785466
"2013",24,"mężczyzna",13.5898896065219,0.182966426430549,0.594321002788315
"2013",24,"kobieta",11.4223375966437,0.21120226875891,0.557483348513276
"2013",26,"mężczyzna",12.2038691517729,0.182225403252917,0.548213821222941
"2013",26,"kobieta",8.96268036633966,0.240696994957949,0.522975120135282
"2013",28,"mężczyzna",13.7997943110495,0.199350052307803,0.48156702008379
"2013",28,"kobieta",12.790283863695,0.209963279887681,0.574755893504504
"2013",30,"mężczyzna",12.4358776363028,0.179298975060011,0.464168346043961
"2013",30,"kobieta",11.8912270933744,0.201243216110811,0.480839429362559
"2013",32,"mężczyzna",13.2802098085698,0.164891664976747,0.540172794776353
"2013",32,"kobieta",11.2354985215928,0.210703199337831,0.580787922672453
"2013",NA,"mężczyzna",10,1,0
"2013",NA,"kobieta",10.8934746323832,0.217302918747614,0
"2015",2,"mężczyzna",13.6910496227834,0.153002057520441,0.527994696405971
"2015",2,"kobieta",10.971719461404,0.24088046729624,0.536450771225643
"2015",4,"mężczyzna",12.1773599161825,0.104628539591047,0.614838820911962
"2015",4,"kobieta",10.7358138974443,0.163264767147371,0.521110595183751
"2015",6,"mężczyzna",12.5433088584537,0.157426446783882,0.474085548450378
"2015",6,"kobieta",11.0151587057649,0.216574227084503,0.476489921735493
"2015",8,"mężczyzna",11.7958104552857,0.156644047068312,0.492551257818119
"2015",8,"kobieta",10.5763536791722,0.256031490385043,0.489834795741336
"2015",10,"mężczyzna",12.0420719082332,0.170655460467355,0.508568496299392
"2015",10,"kobieta",10.1907824445053,0.203799173484794,0.528915019575528
"2015",12,"mężczyzna",11.8602862464671,0.105672557608466,0.448978916293211
"2015",12,"kobieta",11.3491079095268,0.199149498857364,0.436075029957774
"2015",14,"mężczyzna",17.1464247983403,0.16195699907815,0.43494907464283
"2015",14,"kobieta",13.734992370252,0.236242624824324,0.447046433587725
"2015",16,"mężczyzna",14.1581016072235,0.138942767806306,0.584811939792206
"2015",16,"kobieta",11.7106216608238,0.185756639518517,0.559317358532614
"2015",18,"mężczyzna",11.15439562727,0.149381464153977,0.632456684066138
"2015",18,"kobieta",9.42655016110124,0.229202035101938,0.632765150257163
"2015",20,"mężczyzna",14.5373339109784,0.15423484324113,0.439890637120581
"2015",20,"kobieta",12.4892144611474,0.207635075885317,0.612670821731723
"2015",22,"mężczyzna",13.0379066122013,0.147565348947829,0.508173109481216
"2015",22,"kobieta",11.586817420647,0.173125829939105,0.462322778141093
"2015",24,"mężczyzna",14.1883261058096,0.130867298845918,0.537416543958541
"2015",24,"kobieta",11.3352086472875,0.21511855761847,0.52982896288691
"2015",26,"mężczyzna",10.2943162191448,0.164298086477378,0.560828989545859
"2015",26,"kobieta",8.00753300371674,0.211702454035033,0.508760717000683
"2015",28,"mężczyzna",15.4440504133289,0.145016675463506,0.633234838970019
"2015",28,"kobieta",11.6142062930203,0.15822942038005,0.465359439539053
"2015",30,"mężczyzna",13.1403026656029,0.136937227520469,0.447926219932013
"2015",30,"kobieta",10.9200135999471,0.184856908761364,0.52442785902263
"2015",32,"mężczyzna",14.9345550062567,0.170967919460292,0.333174381231653
"2015",32,"kobieta",11.9726998145626,0.21395637160821,0.573338614832285
"2015",NA,"kobieta",16.6318537859008,0,0.507874015748031
